Fragment,Count,Time (ms),Size (bytes)
Cross.list-simple-name-libraries-xml,1,1,0
Cross.list-simple-name-linkages,1,0,0
Cross.list-simple-name-linkages-json,1,0,0
Cross.list-simple-name-linkages-xml,1,0,0
Cross.list-simple-name-lists,1,0,0
Cross.list-simple-name-lists-json,1,0,0
Cross.list-simple-name-lists-xml,1,0,0
Cross.list-simple-name-locations,1,0,0
Cross.list-simple-name-locations-json,1,0,0
Cross.list-simple-name-locations-xml,1,1,0
Cross.list-simple-name-manufactureditemdefinitions,1,0,0
Cross.list-simple-name-manufactureditemdefinitions-json,1,1,0
Cross.list-simple-name-manufactureditemdefinitions-xml,1,1,0
Cross.list-simple-name-measurereports,1,0,0
Cross.list-simple-name-measurereports-json,1,0,0
Cross.list-simple-name-measurereports-xml,1,0,0
Cross.list-simple-name-measures,1,0,0
Cross.list-simple-name-measures-json,1,0,0
Cross.list-simple-name-measures-xml,1,0,0
Cross.list-simple-name-medicationadministrations,1,0,0
Cross.list-simple-name-medicationadministrations-json,1,0,0
Cross.list-simple-name-medicationadministrations-xml,1,0,0
Cross.list-simple-name-medicationdispenses,1,0,316
Cross.list-simple-name-medicationdispenses-json,1,0,331
Cross.list-simple-name-medicationdispenses-xml,1,0,328
Cross.list-simple-name-medicationknowledges,1,0,0
Cross.list-simple-name-medicationknowledges-json,1,0,0
Cross.list-simple-name-medicationknowledges-xml,1,0,0
Cross.list-simple-name-medicationrequests,1,0,1492
Cross.list-simple-name-medicationrequests-json,1,1,1557
Cross.list-simple-name-medicationrequests-xml,1,1,1544
Cross.list-simple-name-medications,1,1,1076
Cross.list-simple-name-medications-json,1,1,1126
Cross.list-simple-name-medications-xml,1,1,1116
Cross.list-simple-name-medicationstatements,1,0,0
Cross.list-simple-name-medicationstatements-json,1,0,0
Cross.list-simple-name-medicationstatements-xml,1,0,0
Cross.list-simple-name-medicinalproductdefinitions,1,0,0
Cross.list-simple-name-medicinalproductdefinitions-json,1,0,0
Cross.list-simple-name-medicinalproductdefinitions-xml,1,0,0
Cross.list-simple-name-messagedefinitions,1,0,0
Cross.list-simple-name-messagedefinitions-json,1,0,0
Cross.list-simple-name-messagedefinitions-xml,1,0,0
Cross.list-simple-name-messageheaders,1,1,0
Cross.list-simple-name-messageheaders-json,1,1,0
Cross.list-simple-name-messageheaders-xml,1,1,0
Cross.list-simple-name-metadataresources,1,0,0
Cross.list-simple-name-metadataresources-json,1,1,0
Cross.list-simple-name-metadataresources-xml,1,1,0
Cross.list-simple-name-molecularsequences,1,1,0
Cross.list-simple-name-molecularsequences-json,1,1,0
Cross.list-simple-name-molecularsequences-xml,1,1,0
Cross.list-simple-name-namingsystems,1,0,0
Cross.list-simple-name-namingsystems-json,1,0,0
Cross.list-simple-name-namingsystems-xml,1,0,0
Cross.list-simple-name-nutritionintakes,1,0,0
Cross.list-simple-name-nutritionintakes-json,1,0,0
Cross.list-simple-name-nutritionintakes-xml,1,1,0
Cross.list-simple-name-nutritionorders,1,0,0
Cross.list-simple-name-nutritionorders-json,1,0,0
Cross.list-simple-name-nutritionorders-xml,1,0,0
Cross.list-simple-name-nutritionproducts,1,0,0
Cross.list-simple-name-nutritionproducts-json,1,1,0
Cross.list-simple-name-nutritionproducts-xml,1,1,0
Cross.list-simple-name-observationdefinitions,1,0,0
Cross.list-simple-name-observationdefinitions-json,1,0,0
Cross.list-simple-name-observationdefinitions-xml,1,0,0
Cross.list-simple-name-observations,1,0,0
Cross.list-simple-name-observations-json,1,1,0
Cross.list-simple-name-observations-xml,1,1,0
Cross.list-simple-name-operationdefinitions,1,0,0
Cross.list-simple-name-operationdefinitions-json,1,0,0
Cross.list-simple-name-operationdefinitions-xml,1,0,0
Cross.list-simple-name-operationoutcomes,1,0,0
Cross.list-simple-name-operationoutcomes-json,1,0,0
Cross.list-simple-name-operationoutcomes-xml,1,1,0
Cross.list-simple-name-organizationaffiliations,1,1,0
Cross.list-simple-name-organizationaffiliations-json,1,1,0
Cross.list-simple-name-organizationaffiliations-xml,1,1,0
Cross.list-simple-name-organizations,1,0,159
Cross.list-simple-name-organizations-json,1,1,169
Cross.list-simple-name-organizations-xml,1,1,167
Cross.list-simple-name-packagedproductdefinitions,1,0,0
Cross.list-simple-name-packagedproductdefinitions-json,1,0,0
Cross.list-simple-name-packagedproductdefinitions-xml,1,1,0
Cross.list-simple-name-parameters,1,0,0
Cross.list-simple-name-parameters-json,1,0,0
Cross.list-simple-name-parameters-xml,1,0,0
Cross.list-simple-name-patients,1,0,128
Cross.list-simple-name-patients-json,1,1,138
Cross.list-simple-name-patients-xml,1,1,136
Cross.list-simple-name-paymentnotices,1,0,0
Cross.list-simple-name-paymentnotices-json,1,0,0
Cross.list-simple-name-paymentnotices-xml,1,0,0
Cross.list-simple-name-paymentreconciliations,1,1,0
Cross.list-simple-name-paymentreconciliations-json,1,1,0
Cross.list-simple-name-paymentreconciliations-xml,1,1,0
Cross.list-simple-name-people,1,0,0
Cross.list-simple-name-people-json,1,0,0
Cross.list-simple-name-people-xml,1,0,0
Cross.list-simple-name-permissions,1,0,0
Cross.list-simple-name-permissions-json,1,0,0
Cross.list-simple-name-permissions-xml,1,0,0
Cross.list-simple-name-plandefinitions,1,0,0
Cross.list-simple-name-plandefinitions-json,1,0,0
Cross.list-simple-name-plandefinitions-xml,1,0,0
Cross.list-simple-name-practitionerroles,1,0,168
Cross.list-simple-name-practitionerroles-json,1,0,178
Cross.list-simple-name-practitionerroles-xml,1,0,176
Cross.list-simple-name-practitioners,1,0,168
Cross.list-simple-name-practitioners-json,1,0,178
Cross.list-simple-name-practitioners-xml,1,0,176
Cross.list-simple-name-procedures,1,0,0
Cross.list-simple-name-procedures-json,1,0,0
Cross.list-simple-name-procedures-xml,1,1,0
Cross.list-simple-name-provenances,1,0,0
Cross.list-simple-name-provenances-json,1,0,0
Cross.list-simple-name-provenances-xml,1,0,0
Cross.list-simple-name-questionnaireresponses,1,0,0
Cross.list-simple-name-questionnaireresponses-json,1,0,0
Cross.list-simple-name-questionnaireresponses-xml,1,0,0
Cross.list-simple-name-questionnaires,1,0,0
Cross.list-simple-name-questionnaires-json,1,0,0
Cross.list-simple-name-questionnaires-xml,1,0,0
Cross.list-simple-name-regulatedauthorizations,1,0,0
Cross.list-simple-name-regulatedauthorizations-json,1,0,0
Cross.list-simple-name-regulatedauthorizations-xml,1,0,0
Cross.list-simple-name-relatedpeople,1,0,0
Cross.list-simple-name-relatedpeople-json,1,0,0
Cross.list-simple-name-relatedpeople-xml,1,0,0
Cross.list-simple-name-requestorchestrations,1,0,0
Cross.list-simple-name-requestorchestrations-json,1,0,0
Cross.list-simple-name-requestorchestrations-xml,1,0,0
Cross.list-simple-name-requirements,1,0,0
Cross.list-simple-name-requirements-json,1,1,0
Cross.list-simple-name-requirements-xml,1,1,0
Cross.list-simple-name-researchstudies,1,0,0
Cross.list-simple-name-researchstudies-json,1,0,0
Cross.list-simple-name-researchstudies-xml,1,0,0
Cross.list-simple-name-researchsubjects,1,0,0
Cross.list-simple-name-researchsubjects-json,1,1,0
Cross.list-simple-name-researchsubjects-xml,1,1,0
Cross.list-simple-name-resources,1,1,0
Cross.list-simple-name-resources-json,1,1,0
Cross.list-simple-name-resources-xml,1,1,0
Cross.list-simple-name-riskassessments,1,0,0
Cross.list-simple-name-riskassessments-json,1,0,0
Cross.list-simple-name-riskassessments-xml,1,0,0
Cross.list-simple-name-schedules,1,0,0
Cross.list-simple-name-schedules-json,1,0,0
Cross.list-simple-name-schedules-xml,1,0,0
Cross.list-simple-name-searchparameters,1,0,165
Cross.list-simple-name-searchparameters-json,1,0,175
Cross.list-simple-name-searchparameters-xml,1,0,173
Cross.list-simple-name-servicerequests,1,0,0
Cross.list-simple-name-servicerequests-json,1,0,0
Cross.list-simple-name-servicerequests-xml,1,1,0
Cross.list-simple-name-slots,1,0,0
Cross.list-simple-name-slots-json,1,0,0
Cross.list-simple-name-slots-xml,1,0,0
Cross.list-simple-name-specimen,1,0,0
Cross.list-simple-name-specimen-json,1,0,0
Cross.list-simple-name-specimen-xml,1,0,0
Cross.list-simple-name-specimendefinitions,1,0,0
Cross.list-simple-name-specimendefinitions-json,1,0,0
Cross.list-simple-name-specimendefinitions-xml,1,0,0
Cross.list-simple-name-structuredefinitions,1,2,2140
Cross.list-simple-name-structuredefinitions-json,1,2,2245
Cross.list-simple-name-structuredefinitions-xml,1,2,2224
Cross.list-simple-name-structuremaps,1,0,0
Cross.list-simple-name-structuremaps-json,1,1,0
Cross.list-simple-name-structuremaps-xml,1,1,0
Cross.list-simple-name-subscriptions,1,0,0
Cross.list-simple-name-subscriptions-json,1,0,0
Cross.list-simple-name-subscriptions-xml,1,0,0
Cross.list-simple-name-subscriptionstatuses,1,0,0
Cross.list-simple-name-subscriptionstatuses-json,1,0,0
Cross.list-simple-name-subscriptionstatuses-xml,1,0,0
Cross.list-simple-name-subscriptiontopics,1,0,0
Cross.list-simple-name-subscriptiontopics-json,1,0,0
Cross.list-simple-name-subscriptiontopics-xml,1,1,0
Cross.list-simple-name-substancedefinitions,1,0,0
Cross.list-simple-name-substancedefinitions-json,1,0,0
Cross.list-simple-name-substancedefinitions-xml,1,0,0
Cross.list-simple-name-substancenucleicacids,1,0,0
Cross.list-simple-name-substancenucleicacids-json,1,0,0
Cross.list-simple-name-substancenucleicacids-xml,1,0,0
Cross.list-simple-name-substancepolymers,1,0,0
Cross.list-simple-name-substancepolymers-json,1,1,0
Cross.list-simple-name-substancepolymers-xml,1,1,0
Cross.list-simple-name-substanceproteins,1,0,0
Cross.list-simple-name-substanceproteins-json,1,1,0
Cross.list-simple-name-substanceproteins-xml,1,1,0
Cross.list-simple-name-substancereferenceinformations,1,0,0
Cross.list-simple-name-substancereferenceinformations-json,1,0,0
Cross.list-simple-name-substancereferenceinformations-xml,1,1,0
Cross.list-simple-name-substances,1,0,0
Cross.list-simple-name-substances-json,1,0,0
Cross.list-simple-name-substances-xml,1,0,0
Cross.list-simple-name-substancesourcematerials,1,0,0
Cross.list-simple-name-substancesourcematerials-json,1,0,0
Cross.list-simple-name-substancesourcematerials-xml,1,0,0
Cross.list-simple-name-supplydeliveries,1,0,0
Cross.list-simple-name-supplydeliveries-json,1,0,0
Cross.list-simple-name-supplydeliveries-xml,1,0,0
Cross.list-simple-name-supplyrequests,1,0,0
Cross.list-simple-name-supplyrequests-json,1,0,0
Cross.list-simple-name-supplyrequests-xml,1,0,0
Cross.list-simple-name-tasks,1,0,0
Cross.list-simple-name-tasks-json,1,0,0
Cross.list-simple-name-tasks-xml,1,0,0
Cross.list-simple-name-terminologycapabilities,1,0,0
Cross.list-simple-name-terminologycapabilities-json,1,1,0
Cross.list-simple-name-terminologycapabilities-xml,1,1,0
Cross.list-simple-name-testplans,1,0,0
Cross.list-simple-name-testplans-json,1,0,0
Cross.list-simple-name-testplans-xml,1,1,0
Cross.list-simple-name-testreports,1,0,0
Cross.list-simple-name-testreports-json,1,0,0
Cross.list-simple-name-testreports-xml,1,0,0
Cross.list-simple-name-testscripts,1,1,0
Cross.list-simple-name-testscripts-json,1,1,0
Cross.list-simple-name-testscripts-xml,1,1,0
Cross.list-simple-name-transports,1,0,0
Cross.list-simple-name-transports-json,1,0,0
Cross.list-simple-name-transports-xml,1,1,0
Cross.list-simple-name-valuesets,1,0,0
Cross.list-simple-name-valuesets-json,1,0,0
Cross.list-simple-name-valuesets-xml,1,0,0
Cross.list-simple-name-verificationresults,1,0,0
Cross.list-simple-name-verificationresults-json,1,1,0
Cross.list-simple-name-verificationresults-xml,1,1,0
Cross.list-simple-name-visionprescriptions,1,1,0
Cross.list-simple-name-visionprescriptions-json,1,1,0
Cross.list-simple-name-visionprescriptions-xml,1,1,0
Cross.list-simple-namingsystems,1,0,0
Cross.list-simple-namingsystems-json,1,0,0
Cross.list-simple-namingsystems-xml,1,0,0
Cross.list-simple-nutritionintakes,1,0,0
Cross.list-simple-nutritionintakes-json,1,1,0
Cross.list-simple-nutritionintakes-xml,1,1,0
Cross.list-simple-nutritionorders,1,0,0
Cross.list-simple-nutritionorders-json,1,0,0
Cross.list-simple-nutritionorders-xml,1,0,0
Cross.list-simple-nutritionproducts,1,0,0
Cross.list-simple-nutritionproducts-json,1,0,0
Cross.list-simple-nutritionproducts-xml,1,1,0
Cross.list-simple-observationdefinitions,1,0,0
Cross.list-simple-observationdefinitions-json,1,0,0
Cross.list-simple-observationdefinitions-xml,1,0,0
Cross.list-simple-observations,1,1,0
Cross.list-simple-observations-json,1,1,0
Cross.list-simple-observations-xml,1,1,0
Cross.list-simple-operationdefinitions,1,0,0
Cross.list-simple-operationdefinitions-json,1,0,0
Cross.list-simple-operationdefinitions-xml,1,0,0
Cross.list-simple-operationoutcomes,1,0,0
Cross.list-simple-operationoutcomes-json,1,1,0
Cross.list-simple-operationoutcomes-xml,1,1,0
Cross.list-simple-organizationaffiliations,1,1,0
Cross.list-simple-organizationaffiliations-json,1,1,0
Cross.list-simple-organizationaffiliations-xml,1,1,0
Cross.list-simple-organizations,1,1,159
Cross.list-simple-organizations-json,1,1,169
Cross.list-simple-organizations-xml,1,1,167
Cross.list-simple-packagedproductdefinitions,1,0,0
Cross.list-simple-packagedproductdefinitions-json,1,1,0
Cross.list-simple-packagedproductdefinitions-xml,1,1,0
Cross.list-simple-parameters,1,0,0
Cross.list-simple-parameters-json,1,0,0
Cross.list-simple-parameters-xml,1,0,0
Cross.list-simple-patients,1,0,128
Cross.list-simple-patients-json,1,1,138
Cross.list-simple-patients-xml,1,1,136
Cross.list-simple-paymentnotices,1,0,0
Cross.list-simple-paymentnotices-json,1,0,0
Cross.list-simple-paymentnotices-xml,1,0,0
Cross.list-simple-paymentreconciliations,1,0,0
Cross.list-simple-paymentreconciliations-json,1,0,0
Cross.list-simple-paymentreconciliations-xml,1,0,0
Cross.list-simple-people,1,0,0
Cross.list-simple-people-json,1,0,0
Cross.list-simple-people-xml,1,0,0
Cross.list-simple-permissions,1,0,0
Cross.list-simple-permissions-json,1,0,0
Cross.list-simple-permissions-xml,1,0,0
Cross.list-simple-plandefinitions,1,0,0
Cross.list-simple-plandefinitions-json,1,0,0
Cross.list-simple-plandefinitions-xml,1,0,0
Cross.list-simple-practitionerroles,1,0,168
Cross.list-simple-practitionerroles-json,1,0,178
Cross.list-simple-practitionerroles-xml,1,0,176
Cross.list-simple-practitioners,1,0,168
Cross.list-simple-practitioners-json,1,1,178
Cross.list-simple-practitioners-xml,1,1,176
Cross.list-simple-procedures,1,0,0
Cross.list-simple-procedures-json,1,0,0
Cross.list-simple-procedures-xml,1,0,0
Cross.list-simple-profiles,1,0,265
Cross.list-simple-profiles-mm,1,0,265
Cross.list-simple-provenances,1,0,0
Cross.list-simple-provenances-json,1,0,0
Cross.list-simple-provenances-xml,1,0,0
Cross.list-simple-questionnaireresponses,1,0,0
Cross.list-simple-questionnaireresponses-json,1,0,0
Cross.list-simple-questionnaireresponses-xml,1,0,0
Cross.list-simple-questionnaires,1,0,0
Cross.list-simple-questionnaires-json,1,0,0
Cross.list-simple-questionnaires-xml,1,0,0
Cross.list-simple-regulatedauthorizations,1,0,0
Cross.list-simple-regulatedauthorizations-json,1,0,0
Cross.list-simple-regulatedauthorizations-xml,1,1,0
Cross.list-simple-relatedpeople,1,0,0
Cross.list-simple-relatedpeople-json,1,0,0
Cross.list-simple-relatedpeople-xml,1,0,0
Cross.list-simple-requestorchestrations,1,0,0
Cross.list-simple-requestorchestrations-json,1,0,0
Cross.list-simple-requestorchestrations-xml,1,0,0
Cross.list-simple-requirements,1,1,0
Cross.list-simple-requirements-json,1,1,0
Cross.list-simple-requirements-xml,1,1,0
Cross.list-simple-researchstudies,1,0,0
Cross.list-simple-researchstudies-json,1,0,0
Cross.list-simple-researchstudies-xml,1,0,0
Cross.list-simple-researchsubjects,1,0,0
Cross.list-simple-researchsubjects-json,1,1,0
Cross.list-simple-researchsubjects-xml,1,1,0
Cross.list-simple-resources,1,0,0
Cross.list-simple-resources-json,1,1,0
Cross.list-simple-resources-xml,1,1,0
Cross.list-simple-riskassessments,1,0,0
Cross.list-simple-riskassessments-json,1,0,0
Cross.list-simple-riskassessments-xml,1,0,0
Cross.list-simple-schedules,1,0,0
Cross.list-simple-schedules-json,1,0,0
Cross.list-simple-schedules-xml,1,0,0
Cross.list-simple-searchparameters,1,0,165
Cross.list-simple-searchparameters-json,1,0,175
Cross.list-simple-searchparameters-xml,1,1,173
Cross.list-simple-servicerequests,1,0,0
Cross.list-simple-servicerequests-json,1,1,0
Cross.list-simple-servicerequests-xml,1,1,0
Cross.list-simple-slots,1,0,0
Cross.list-simple-slots-json,1,0,0
Cross.list-simple-slots-xml,1,0,0
Cross.list-simple-specimen,1,0,0
Cross.list-simple-specimen-json,1,0,0
Cross.list-simple-specimen-xml,1,0,0
Cross.list-simple-specimendefinitions,1,0,0
Cross.list-simple-specimendefinitions-json,1,0,0
Cross.list-simple-specimendefinitions-xml,1,0,0
Cross.list-simple-structuredefinitions,1,1,2140
Cross.list-simple-structuredefinitions-json,1,1,2245
Cross.list-simple-structuredefinitions-xml,1,2,2224
Cross.list-simple-structuremaps,1,0,0
Cross.list-simple-structuremaps-json,1,0,0
Cross.list-simple-structuremaps-xml,1,0,0
Cross.list-simple-subscriptions,1,0,0
Cross.list-simple-subscriptions-json,1,0,0
Cross.list-simple-subscriptions-xml,1,0,0
Cross.list-simple-subscriptionstatuses,1,0,0
Cross.list-simple-subscriptionstatuses-json,1,0,0
Cross.list-simple-subscriptionstatuses-xml,1,0,0
Cross.list-simple-subscriptiontopics,1,0,0
Cross.list-simple-subscriptiontopics-json,1,1,0
Cross.list-simple-subscriptiontopics-xml,1,1,0
Cross.list-simple-substancedefinitions,1,0,0
Cross.list-simple-substancedefinitions-json,1,0,0
Cross.list-simple-substancedefinitions-xml,1,0,0
Cross.list-simple-substancenucleicacids,1,0,0
Cross.list-simple-substancenucleicacids-json,1,0,0
Cross.list-simple-substancenucleicacids-xml,1,0,0
Cross.list-simple-substancepolymers,1,0,0
Cross.list-simple-substancepolymers-json,1,0,0
Cross.list-simple-substancepolymers-xml,1,0,0
Cross.list-simple-substanceproteins,1,0,0
Cross.list-simple-substanceproteins-json,1,0,0
Cross.list-simple-substanceproteins-xml,1,1,0
Cross.list-simple-substancereferenceinformations,1,0,0
Cross.list-simple-substancereferenceinformations-json,1,0,0
Cross.list-simple-substancereferenceinformations-xml,1,1,0
Cross.list-simple-substances,1,0,0
Cross.list-simple-substances-json,1,0,0
Cross.list-simple-substances-xml,1,0,0
Cross.list-simple-substancesourcematerials,1,0,0
Cross.list-simple-substancesourcematerials-json,1,0,0
Cross.list-simple-substancesourcematerials-xml,1,0,0
Cross.list-simple-supplydeliveries,1,0,0
Cross.list-simple-supplydeliveries-json,1,0,0
Cross.list-simple-supplydeliveries-xml,1,0,0
Cross.list-simple-supplyrequests,1,0,0
Cross.list-simple-supplyrequests-json,1,0,0
Cross.list-simple-supplyrequests-xml,1,0,0
Cross.list-simple-tasks,1,0,0
Cross.list-simple-tasks-json,1,0,0
Cross.list-simple-tasks-xml,1,0,0
Cross.list-simple-terminologycapabilities,1,1,0
Cross.list-simple-terminologycapabilities-json,1,1,0
Cross.list-simple-terminologycapabilities-xml,1,1,0
Cross.list-simple-testplans,1,0,0
Cross.list-simple-testplans-json,1,0,0
Cross.list-simple-testplans-xml,1,1,0
Cross.list-simple-testreports,1,0,0
Cross.list-simple-testreports-json,1,0,0
Cross.list-simple-testreports-xml,1,1,0
Cross.list-simple-testscripts,1,0,0
Cross.list-simple-testscripts-json,1,0,0
Cross.list-simple-testscripts-xml,1,0,0
Cross.list-simple-transports,1,0,0
Cross.list-simple-transports-json,1,1,0
Cross.list-simple-transports-xml,1,1,0
Cross.list-simple-valuesets,1,0,0
Cross.list-simple-valuesets-json,1,0,0
Cross.list-simple-valuesets-xml,1,0,0
Cross.list-simple-verificationresults,1,0,0
Cross.list-simple-verificationresults-json,1,0,0
Cross.list-simple-verificationresults-xml,1,0,0
Cross.list-simple-visionprescriptions,1,0,0
Cross.list-simple-visionprescriptions-json,1,0,0
Cross.list-simple-visionprescriptions-xml,1,1,0
Cross.list-slots,1,0,0
Cross.list-slots-json,1,0,0
Cross.list-slots-xml,1,0,0
Cross.list-specimen,1,0,0
Cross.list-specimen-json,1,0,0
Cross.list-specimen-xml,1,0,0
Cross.list-specimendefinitions,1,0,0
Cross.list-specimendefinitions-json,1,0,0
Cross.list-specimendefinitions-xml,1,0,0
Cross.list-structuredefinitions,1,1,4924
Cross.list-structuredefinitions-json,1,1,5029
Cross.list-structuredefinitions-xml,1,2,5008
Cross.list-structuremaps,1,0,0
Cross.list-structuremaps-json,1,0,0
Cross.list-structuremaps-xml,1,0,0
Cross.list-subscriptions,1,0,0
Cross.list-subscriptions-json,1,0,0
Cross.list-subscriptions-xml,1,0,0
Cross.list-subscriptionstatuses,1,0,0
Cross.list-subscriptionstatuses-json,1,0,0
Cross.list-subscriptionstatuses-xml,1,0,0
Cross.list-subscriptiontopics,1,0,0
Cross.list-subscriptiontopics-json,1,1,0
Cross.list-subscriptiontopics-xml,1,1,0
Cross.list-substancedefinitions,1,0,0
Cross.list-substancedefinitions-json,1,0,0
Cross.list-substancedefinitions-xml,1,0,0
Cross.list-substancenucleicacids,1,0,0
Cross.list-substancenucleicacids-json,1,0,0
Cross.list-substancenucleicacids-xml,1,0,0
Cross.list-substancepolymers,1,0,0
Cross.list-substancepolymers-json,1,0,0
Cross.list-substancepolymers-xml,1,0,0
Cross.list-substanceproteins,1,0,0
Cross.list-substanceproteins-json,1,0,0
Cross.list-substanceproteins-xml,1,0,0
Cross.list-substancereferenceinformations,1,0,0
Cross.list-substancereferenceinformations-json,1,0,0
Cross.list-substancereferenceinformations-xml,1,1,0
Cross.list-substances,1,0,0
Cross.list-substances-json,1,0,0
Cross.list-substances-xml,1,0,0
Cross.list-substancesourcematerials,1,0,0
Cross.list-substancesourcematerials-json,1,0,0
Cross.list-substancesourcematerials-xml,1,0,0
Cross.list-supplydeliveries,1,0,0
Cross.list-supplydeliveries-json,1,0,0
Cross.list-supplydeliveries-xml,1,0,0
Cross.list-supplyrequests,1,0,0
Cross.list-supplyrequests-json,1,0,0
Cross.list-supplyrequests-xml,1,0,0
Cross.list-tasks,1,0,0
Cross.list-tasks-json,1,0,0
Cross.list-tasks-xml,1,0,0
Cross.list-terminologycapabilities,1,0,0
Cross.list-terminologycapabilities-json,1,1,0
Cross.list-terminologycapabilities-xml,1,1,0
Cross.list-testplans,1,0,0
Cross.list-testplans-json,1,0,0
Cross.list-testplans-xml,1,0,0
Cross.list-testreports,1,0,0
Cross.list-testreports-json,1,0,0
Cross.list-testreports-xml,1,0,0
Cross.list-testscripts,1,0,0
Cross.list-testscripts-json,1,0,0
Cross.list-testscripts-xml,1,0,0
Cross.list-transports,1,0,0
Cross.list-transports-json,1,1,0
Cross.list-transports-xml,1,1,0
Cross.list-valuesets,1,0,0
Cross.list-valuesets-json,1,0,0
Cross.list-valuesets-xml,1,0,0
Cross.list-verificationresults,1,0,0
Cross.list-verificationresults-json,1,0,0
Cross.list-verificationresults-xml,1,0,0
Cross.list-visionprescriptions,1,0,0
Cross.list-visionprescriptions-json,1,0,0
Cross.list-visionprescriptions-xml,1,1,0
Cross.maps,231,2,47414
Cross.obligation-summary,1,0,75
Cross.related-igs-list,1,0,11
Cross.related-igs-table,1,0,0
Cross.summary-extensions,1,1,5746
Cross.summary-observations,1,0,30
Cross.table-accounts,1,0,0
Cross.table-accounts-json,1,0,0
Cross.table-accounts-xml,1,1,0
Cross.table-activitydefinitions,1,1,0
Cross.table-activitydefinitions-json,1,1,0
Cross.table-activitydefinitions-xml,1,1,0
Cross.table-actordefinitions,1,1,1632
Cross.table-actordefinitions-json,1,1,1672
Cross.table-actordefinitions-xml,1,1,1664
Cross.table-administrableproductdefinitions,1,0,0
Cross.table-administrableproductdefinitions-json,1,0,0
Cross.table-administrableproductdefinitions-xml,1,0,0
Cross.table-adverseevents,1,0,0
Cross.table-adverseevents-json,1,0,0
Cross.table-adverseevents-xml,1,0,0
Cross.table-allergyintolerances,1,0,0
Cross.table-allergyintolerances-json,1,0,0
Cross.table-allergyintolerances-xml,1,1,0
Cross.table-appointmentresponses,1,0,0
Cross.table-appointmentresponses-json,1,0,0
Cross.table-appointmentresponses-xml,1,0,0
Cross.table-appointments,1,0,0
Cross.table-appointments-json,1,0,0
Cross.table-appointments-xml,1,1,0
Cross.table-artifactassessments,1,0,0
Cross.table-artifactassessments-json,1,1,0
Cross.table-artifactassessments-xml,1,1,0
Cross.table-auditevents,1,0,0
Cross.table-auditevents-json,1,0,0
Cross.table-auditevents-xml,1,0,0
Cross.table-basics,1,0,0
Cross.table-basics-json,1,0,0
Cross.table-basics-xml,1,0,0
Cross.table-binaries,1,0,0
Cross.table-binaries-json,1,1,0
Cross.table-binaries-xml,1,1,0
Cross.table-biologicallyderivedproductdispenses,1,0,0
Cross.table-biologicallyderivedproductdispenses-json,1,0,0
Cross.table-biologicallyderivedproductdispenses-xml,1,0,0
Cross.table-biologicallyderivedproducts,1,0,0
Cross.table-biologicallyderivedproducts-json,1,0,0
Cross.table-biologicallyderivedproducts-xml,1,1,0
Cross.table-bodystructures,1,0,0
Cross.table-bodystructures-json,1,0,0
Cross.table-bodystructures-xml,1,1,0
Cross.table-bundles,1,0,258
Cross.table-bundles-json,1,1,263
Cross.table-bundles-xml,1,1,262
Cross.table-byid-accounts,1,0,0
Cross.table-byid-accounts-json,1,0,0
Cross.table-byid-accounts-xml,1,0,0
Cross.table-byid-activitydefinitions,1,0,0
Cross.table-byid-activitydefinitions-json,1,0,0
Cross.table-byid-activitydefinitions-xml,1,0,0
Cross.table-byid-actordefinitions,1,0,1632
Cross.table-byid-actordefinitions-json,1,1,1672
Cross.table-byid-actordefinitions-xml,1,1,1664
Cross.table-byid-administrableproductdefinitions,1,0,0
Cross.table-byid-administrableproductdefinitions-json,1,0,0
Cross.table-byid-administrableproductdefinitions-xml,1,1,0
Cross.table-byid-adverseevents,1,0,0
Cross.table-byid-adverseevents-json,1,1,0
Cross.table-byid-adverseevents-xml,1,1,0
Cross.table-byid-allergyintolerances,1,0,0
Cross.table-byid-allergyintolerances-json,1,0,0
Cross.table-byid-allergyintolerances-xml,1,0,0
Cross.table-byid-appointmentresponses,1,0,0
Cross.table-byid-appointmentresponses-json,1,0,0
Cross.table-byid-appointmentresponses-xml,1,0,0
Cross.table-byid-appointments,1,0,0
Cross.table-byid-appointments-json,1,0,0
Cross.table-byid-appointments-xml,1,1,0
Cross.table-byid-artifactassessments,1,0,0
Cross.table-byid-artifactassessments-json,1,0,0
Cross.table-byid-artifactassessments-xml,1,0,0
Cross.table-byid-auditevents,1,1,0
Cross.table-byid-auditevents-json,1,1,0
Cross.table-byid-auditevents-xml,1,1,0
Cross.table-byid-basics,1,0,0
Cross.table-byid-basics-json,1,1,0
Cross.table-byid-basics-xml,1,1,0
Cross.table-byid-binaries,1,0,0
Cross.table-byid-binaries-json,1,0,0
Cross.table-byid-binaries-xml,1,0,0
Cross.table-byid-biologicallyderivedproductdispenses,1,0,0
Cross.table-byid-biologicallyderivedproductdispenses-json,1,0,0
Cross.table-byid-biologicallyderivedproductdispenses-xml,1,1,0
Cross.table-byid-biologicallyderivedproducts,1,0,0
Cross.table-byid-biologicallyderivedproducts-json,1,0,0
Cross.table-byid-biologicallyderivedproducts-xml,1,0,0
Cross.table-byid-bodystructures,1,0,0
Cross.table-byid-bodystructures-json,1,0,0
Cross.table-byid-bodystructures-xml,1,0,0
Cross.table-byid-bundles,1,0,258
Cross.table-byid-bundles-json,1,0,263
Cross.table-byid-bundles-xml,1,0,262
